name,website,hq_country,hq_city,founded,category,subsector,modality,company_type,status,description,notes
Pristine Diamonds,https://pristinediamonds.in,India,Ahmedabad,2021,Components & Enabling Technologies,CVD diamond materials,NV-center/diamond,startup,active,Grows electronic/NV-grade single-crystal CVD diamond and MPCVD reactors for quantum sensing and computing.,NQM-supported; website corrected to pristinediamonds.in (not .com); incorporated Oct 2021 in Ahmedabad.
Q.ANT,https://qant.com,Germany,Stuttgart,2018,Components & Enabling Technologies,Photonic chips,photonic,startup,active,Thin-film lithium niobate photonic processors and chips for energy-efficient AI/HPC computing.,"TRUMPF spin-off; now primarily a photonic computing/processor maker (LENA/NPU), not a gate-model quantum computer maker."
Qblox,https://www.qblox.com,Netherlands,Delft,2019,Components & Enabling Technologies,Qubit control electronics,,scaleup,active,Modular qubit control and readout electronics stacks for scalable quantum systems.,QuTech spinout; qubit-type-agnostic Cluster control stack.
QDevil,https://qdevil.com,Denmark,Copenhagen,2016,Components & Enabling Technologies,Cryogenic electronics / components,,startup,acquired,"Cryogenic auxiliary electronics, filters and components operating from mK to room temperature.",Acquired by Quantum Machines (2022); now its Auxiliary Electronics Division.
Qolab,https://qolab.ai,United States,"Santa Barbara, CA",2022,Components & Enabling Technologies,Superconducting fab,superconducting,startup,active,Manufactures high-coherence superconducting qubit chips via 300mm semiconductor fabrication.,"Co-founded by John Martinis (2025 Nobel laureate), Alan Ho, Robert McDermott; partners with Applied Materials."
QphoX,https://qphox.eu,Netherlands,Delft,2020,Components & Enabling Technologies,Microwave-optical transduction,,startup,active,Builds optical-to-microwave quantum transducers (Quantum Modem) to network superconducting quantum processors.,TU Delft / QuTech spinout; launched commercial Quantum Transducer in 2026.
Quan2D Technologies,https://www.quan2d.com,India,Bengaluru,,Components & Enabling Technologies,Single-photon detectors (SNSPDs) & nanomaterials,,startup,active,Develops SNSPDs plus graphene/2D nanomaterials and quantum sensing solutions; based at IISc Bengaluru.,NQM-supported; website quan2d.com confirmed live.
Quanastra,https://www.quanastra.com,India,New Delhi,2024,Components & Enabling Technologies,Cryogenics & superconducting detectors,,startup,active,"Develops SNSPDs, custom cryogenics and cryoelectronics for quantum computing, communication and imaging.","NQM-supported; based in Uttam Nagar, Delhi; founded 2024. Website quanastra.com confirmed live."
Quantcore,https://quantcore.co.uk/,United Kingdom,Glasgow,2024,Components & Enabling Technologies,Niobium superconducting components,superconducting,national-lab-or-spinout,active,"Niobium-based superconducting processors, resonators and components for quantum hardware.",University of Glasgow spinout; raised GBP 2.5m seed in 2026. Founding year approximate (2024-2025).
QuantLase Lab,https://quantlase.com/,United Arab Emirates,Abu Dhabi,2020,Components & Enabling Technologies,Quantum photonics / lasers,photonic,national-lab-or-spinout,active,"Quantum-photonics R&D lab building the PIPU photonic AI chip, high-power lasers and quantum-secure comms.","Subsidiary of International Holding Company (IHC), Abu Dhabi; director Dr Pramod Kumar."
Quantum Design,https://qdusa.com,United States,"San Diego, California",1982,Components & Enabling Technologies,Cryogenics / measurement,,other,active,"Cryogenic measurement systems, dilution refrigerators and superconducting magnet platforms.",Acquired Oxford NanoScience cryogenic line (completed Jan 2026). Website corrected to qdusa.com (canonical HQ).
Quantum Enabling Technologies (QET Sweden),https://qetsweden.com,Sweden,Gothenburg,,Components & Enabling Technologies,Superconducting microwave components / TWPAs,,startup,active,Develops superconducting microwave components including travelling-wave parametric amplifiers (QET Vidar) for quantum.,Chalmers/WACQT spin-off; CSO Per Delsing. Collaborates with SCALINQ on QET Vidar TWPAs. Founding year not publicly confirmed.
Quantum Machines,https://www.quantum-machines.co,Israel,Tel Aviv,2018,Components & Enabling Technologies,Quantum control hardware & software (OPX/QUA),,scaleup,active,Builds quantum control electronics (OPX) and the QUA language used across many quantum hardware platforms worldwide.,"Founded 2018 by Hebrew University physicists; raised $170M Series C (2025, incl. Intel); operates the Israeli Quantum Computing Center."
Quantum Microwave,https://quantummicrowave.com,United States,"Hingham, Massachusetts",2016,Components & Enabling Technologies,RF/microwave components,,startup,active,"Cryogenic RF/microwave components, low-noise amplifiers, isolators and assemblies for quantum systems.","HQ corrected from Dallas, TX to Hingham, MA; founded corrected from 2020 to 2016 (per LinkedIn)."
Quantum Opus,https://www.quantumopus.com,United States,"Plymouth, Michigan",2013,Components & Enabling Technologies,Single-photon detectors / cryogenics,,startup,active,Superconducting nanowire single-photon detectors and compact cryocooler systems.,"HQ Plymouth, MI (corrected from Novi); QED-C member."
Qubic Technologies,https://qubictech.co/,Canada,"Sherbrooke, Quebec",2019,Components & Enabling Technologies,Quantum microwave / cryogenic amplifiers,,national-lab-or-spinout,active,Develops cryogenic superconducting/parametric amplifiers and quantum microwave devices from quantum materials.,Quantum Industry Canada member; U. Sherbrooke (IQ) / IQC Waterloo spinout. First customer Quantum Machines (2026).
QuEL,https://quel-inc.com/,Japan,Osaka,2021,Components & Enabling Technologies,Qubit control electronics,,national-lab-or-spinout,active,Osaka University-affiliated startup supplying qubit controllers and control electronics/middleware for quantum computers.,"Supplies control hardware used in Japanese national QC efforts (Moonshot, Osaka Univ. superconducting machine)."
QuinStar Technology,https://quinstar.com,United States,"Torrance, California",1989,Components & Enabling Technologies,RF/microwave components,,other,active,"Cryogenic isolators, circulators and amplifiers; mmWave and microwave components for quantum systems.",
QustomDot,https://qustomdot.com,Belgium,Ghent,2020,Components & Enabling Technologies,Materials / quantum dots,,startup,active,Cadmium-free (InP) quantum dot materials for microLED displays and photonic applications.,Ghent University spinout.
qutools,https://qutools.com,Germany,Munich,2005,Components & Enabling Technologies,Quantum optics instruments,photonic,startup,active,"Quantum optics instrumentation: entangled-photon sources, QRNG, timing, and education kits.",LMU Munich spin-off.
QVersion,https://qversion.dk,Denmark,Aarhus,,Components & Enabling Technologies,Mid-infrared chip lasers,,national-lab-or-spinout,active,Develops mid-infrared chip-based laser platforms for molecular sensing and secure free-space communication.,Aarhus University spin-out; founding year not publicly documented.
RANOVUS,https://ranovus.com/,Canada,Ottawa,2012,Components & Enabling Technologies,Silicon photonics interconnects,,scaleup,active,Silicon-photonics optical interconnects (Odin) with quantum-dot multi-wavelength lasers for data centres.,"Ottawa, ON; quantum-dot laser & co-packaged optics; founded Feb 2012."
Rhonexum,https://rhonexum.com,Switzerland,Lausanne,2025,Components & Enabling Technologies,Cryogenic control electronics,,startup,active,Develops cryo-CMOS electronics operating inside cryostats to address quantum cabling/scaling bottlenecks.,EPFL AQUA Lab spinout (founded Nov 2025); raised ~$1M (EUR 867.5k) pre-seed led by QDNL Participations.
Rohde & Schwarz,https://www.rohde-schwarz.com,Germany,Munich,1933,Components & Enabling Technologies,Test & measurement / RF,,other,active,RF/microwave test instruments and quantum control electronics (via Zurich Instruments).,Owns Zurich Instruments.
Rosenberger Cryogenic Quantum,https://www.rosenberger.com,Germany,Tittmoning,1958,Components & Enabling Technologies,Cryogenic components,,other,active,RF/microwave connectors and cryogenic cable assemblies used in quantum control wiring.,"Cryogenic/quantum offering within Rosenberger group (private, family-owned)."
S-Fifteen Instruments,https://s-fifteen.com,Singapore,Singapore,2017,Components & Enabling Technologies,"Quantum instruments, QKD & QRNG",,startup,active,"Builds quantum-control instruments plus QKD systems, QRNGs, photon-pair sources and single-photon detectors.",CQT spinout; canonical site is s-fifteen.com (no www).
Sacher Lasertechnik,https://www.sacher-laser.com,Germany,Marburg,1992,Components & Enabling Technologies,Lasers,,other,active,Tunable external-cavity diode lasers for spectroscopy and atomic/quantum experiments.,
SAES Group (Rial Vacuum),https://www.saesgetters.com,Italy,Lainate,1940,Components & Enabling Technologies,Vacuum / getters,,public-company,active,Getters and UHV vacuum systems for ion-trap and atomic quantum hardware; Rial Vacuum acquired 2021.,"SAES Getters founded 1940, HQ Lainate (Milan); Rial Vacuum acquired in 2021."
Scale Quantum (标度量子),,China,,2024,Components & Enabling Technologies,STM/AFM atomic-precision metrology equipment,,startup,active,"Manufactures scanning tunneling microscopes, atomic force microscopes and probes for atomic-scale fabrication.",Series A completed Nov 2025. Tooling/'picks-and-shovels' for quantum-chip and nanomaterial characterization. No standalone website confirmed.
SCALINQ,https://www.scalinq.com,Sweden,Gothenburg,2022,Components & Enabling Technologies,QPU packaging / signal routing,,startup,active,"Provides packaging, filtering and wiring (Linqer) for large-scale superconducting and spin-qubit quantum processors.","Chalmers/WACQT spin-off; co-founders Rehammar, Tancredi, Kosen. Partners with Qblox and QET Sweden."
SCONTEL,https://www.scontel.ru,Russia,Moscow,2004,Components & Enabling Technologies,Superconducting single-photon detectors,,national-lab-or-spinout,active,Manufactures superconducting nanowire single-photon detector systems with integrated cryocoolers and electronics.,Pioneer SNSPD commercializer; spun out of Moscow State Pedagogical University (Goltsman group).
Single Quantum,https://singlequantum.com,Netherlands,Delft,2012,Components & Enabling Technologies,Single-photon detectors,,startup,active,Superconducting nanowire single-photon detectors (SNSPD) for quantum and photonics applications.,"Delft-based; founders incl. Val Zwiller, Sander Dorenbos."
Singular Photonics,https://singularphotonics.com,United Kingdom,Edinburgh,2024,Components & Enabling Technologies,Photonic detectors,,startup,active,"SPAD-based photon-counting image sensors for quantum, spectroscopy and imaging applications.",University of Edinburgh spinout; HQ Edinburgh UK (corrected from San Diego); founded 2024.
SkyWater Technology,https://www.skywatertechnology.com,United States,"Bloomington, Minnesota",2017,Components & Enabling Technologies,Chip fabrication / foundry,,public-company,acquired,US semiconductor foundry providing dedicated fabrication for quantum and specialty chips.,"Being acquired by IonQ (~$1.8bn deal announced 2026, closing 2026)."
Sparrow Quantum,https://sparrowquantum.com,Denmark,Copenhagen,2016,Components & Enabling Technologies,Single-photon sources,photonic,startup,active,Maker of on-demand deterministic single-photon source chips (Sparrow Core) for photonic quantum computing.,Niels Bohr Institute spin-off (Peter Lodahl); HQ in Frederiksberg (Copenhagen metro); raised EUR 27.5M Series A (2025).
Spectrum Instrumentation,https://spectrum-instrumentation.com,Germany,Grosshansdorf,1989,Components & Enabling Technologies,Control electronics,,other,active,Arbitrary waveform generators and digitizers for quantum control and readout.,
